use_no,prodno,chem_code,prodchem_pct,lbs_chm_used,lbs_prd_used,amt_prd_used,unit_of_meas,acre_planted,unit_planted,acre_treated,unit_treated,applic_cnt,applic_dt,applic_time,county_cd,base_ln_mer,township,tship_dir,range,range_dir,section,site_loc_id,grower_id,license_no,planting_seq,aer_gnd_ind,site_code,qualify_cd,batch_no,document_no,summary_cd,record_id,comtrs,error_flag
1752260,52599,3849,42.8,8.1933752,19.1434,226.8,OZ,18,A,18,A,1,06/11/2021,1400,17,M,14,N,09,W,33,"KV09C159","17201700159","",,O,29143,0,1701,133,1,A,17M14N09W33,
1752290,62971,6004,17.6,5.7038784,32.4084,440,OZ,55,A,55,A,1,06/05/2021,0400,17,M,13,N,09,W,06,"KV07A372","17211700372","",,G,29143,0,1701,164,1,A,17M13N09W06,
1752366,52599,3849,42.8,1.5173028,3.5451,42,OZ,30,A,30,A,1,06/10/2021,0300,17,M,13,N,09,W,11,"KV18B159","17201700159","",,G,29143,0,1701,235,2,A,17M13N09W11,X
1752384,47310,401,97.1,174.0545659,179.2529,24.8,GA,18,A,12.4,A,1,06/24/2021,0930,17,M,13,N,09,W,04,"KV08B159","17201700159","",,G,29143,0,1701,279,1,A,17M13N09W04,
1752196,70671,560,98,382.2,390,390,LB,26,A,26,A,1,06/05/2021,0630,17,M,13,N,09,W,22,"KV49A159","17201700159","",,G,29143,0,1701,69,1,A,17M13N09W22,X
1752329,70671,560,98,147,150,150,LB,10,A,10,A,1,06/15/2021,1400,17,M,12,N,08,W,04,"RH37A490","17201700490","",,G,29143,0,1701,202,1,A,17M12N08W04,
1752334,64080,6003,10,.09221,.9221,13.6,OZ,4,A,4,A,1,06/15/2021,0230,17,M,14,N,09,W,35,"KV05C104","17201700104","",,G,29143,0,1701,207,1,A,17M14N09W35,
1752389,52599,3849,42.8,9.5589092,22.3339,264.6,OZ,21,A,21,A,1,06/25/2021,1100,17,M,13,N,09,W,02,"KV18C159","17201700159","",,O,29143,0,1701,284,1,A,17M13N09W02,X
1752368,64941,,,,9.4481,144,OZ,18,A,18,A,1,06/14/2021,0530,17,M,14,N,09,W,33,"KV09C159","17201700159","",,G,29143,0,1701,237,3,A,17M14N09W33,
1752538,67272,2321,8.4,.9312156,11.0859,179.2,OZ,28,A,14,A,1,04/20/2021,1200,17,M,13,N,09,W,10,"KV17H041","17211700041","",,G,4003,0,1701,411,4,A,17M13N09W10,
1752560,67272,2321,8.4,1.330308,15.837,256,OZ,21,A,20,A,1,04/22/2021,1600,17,M,15,N,09,W,06,"UL78H041","17211700041","",,G,4003,0,1701,433,4,A,17M15N09W06,
1752257,52599,3849,42.8,39.6012136,92.5262,1096.2,OZ,87,A,87,A,1,06/04/2021,1205,17,M,10,N,07,W,04,"MT27A159","17201700159","",,O,29143,0,1701,130,1,A,17M10N07W04,X
1752270,67040,560,80,41.28,51.6,51.6,LB,18,A,17.2,A,1,06/10/2021,1500,17,M,12,N,08,W,07,"KV84A159","17201700159","",,G,29143,0,1701,144,1,A,17M12N08W07,
1752273,70671,560,98,244.755,249.75,249.75,LB,18,A,16.65,A,1,06/05/2021,0130,17,M,13,N,09,W,27,"KV50C159","17201700159","",,G,29143,0,1701,147,1,A,17M13N09W27,
1752189,61999,5037,81.9,16.38,20,20,LB,180,A,4,A,1,06/15/2021,2100,17,M,12,N,08,W,11,"RH39A112","17191700112","",,G,29143,0,1701,62,2,A,17M12N08W11,
1752291,63468,,,,15.7012,1.83,GA,55,A,55,A,1,06/05/2021,0400,17,M,13,N,09,W,06,"KV07A372","17211700372","",,G,29143,0,1701,165,2,A,17M13N09W06,
1752652,61050,401,98,156.290302,159.4799,22.5,GA,15,A,7.5,A,1,06/02/2021,0900,17,M,14,N,09,W,34,"KV10H107","17201700107","",,G,4003,0,1701,26,2,A,17M14N09W34,
1752575,69360,3832,17.7,1.239,7,7,LB,28,A,14,A,1,04/30/2021,1600,17,M,13,N,09,W,10,"KV17H041","17211700041","",,G,4003,0,1701,448,2,A,17M13N09W10,
1752628,29543,560,98,573.3,585,585,LB,39,A,39,A,1,06/12/2021,1100,17,M,15,N,09,W,03,"LP03A046","17211700046","",,G,29143,0,1701,496,1,A,17M15N09W03,
1752348,64941,,,,6.8236,104,OZ,13,A,13,A,1,06/15/2021,0230,17,M,14,N,09,W,35,"KV11B104","17201700104","",,G,29143,0,1701,217,3,A,17M14N09W35,
1752498,52550,1855,41,7.478851,18.2411,240,OZ,30,A,10,A,1,03/25/2021,1330,17,M,16,N,09,W,31,"UL71C041","17211700041","",,G,29143,0,1701,371,4,A,17M16N09W31,
1752410,47310,401,97.1,168.4399526,173.4706,24,GA,18,A,12,A,1,06/05/2021,0500,17,M,13,N,09,W,11,"KV28S159","17201700159","",,G,29143,0,1701,268,1,A,17M13N09W11,
1752437,64941,,,,4.1992,64,OZ,18,A,8,A,1,06/25/2021,1100,17,M,14,N,10,W,14,"SV61B159","17201700159","",,G,29143,0,1701,310,2,A,17M14N10W14,
1752468,52935,1855,41,65.33801,159.361,2088.32,OZ,32.63,A,32.63,A,1,06/16/2021,1000,17,M,10,N,07,W,04,"MT27A159","17201700159","",,G,29143,0,1701,341,3,A,17M10N07W04,X
1752544,61440,211,75,37.125,49.5,49.5,LB,33,A,16.5,A,1,04/21/2021,1200,17,M,16,N,09,W,31,"UL71F041","17211700041","",,G,4003,0,1701,417,3,A,17M16N09W31,
1752554,61440,211,75,74.25,99,99,LB,33,A,33,A,1,04/22/2021,1200,17,M,16,N,09,W,31,"UL71F041","17211700041","",,G,4003,0,1701,427,3,A,17M16N09W31,
1752601,55652,5865,2,.066598,3.3299,.39,GA,83.52,A,16.7,A,1,04/28/2021,1600,17,M,11,N,06,W,29,"HV76A284","17211700284","",,G,29143,0,1701,474,2,A,17M11N06W29,
1752662,51252,1929,38.7,47.3482503,122.3469,12.5,GA,40,A,16.67,A,1,06/02/2021,0100,17,M,13,N,09,W,02,"KV11A140","17211700140","",,G,4003,0,1701,1,3,A,17M13N09W02,
1752412,47310,401,97.1,968.5296789,997.4559,138,GA,69,A,69,A,1,06/08/2021,0700,17,M,13,N,09,W,09,"KV27A159","17201700159","",,G,29143,0,1701,270,1,A,17M13N09W09,X
1752454,47310,401,97.1,73.6924914,75.8934,1344,OZ,18,A,7,A,1,06/23/2021,2300,17,M,13,N,09,W,02,"KV10E159","17201700159","",,G,29143,0,1701,327,1,A,17M13N09W02,
1752509,52935,1855,41,3.003578,7.3258,96,OZ,4,A,1.5,A,1,06/07/2021,1300,17,M,13,N,09,W,02,"KV11B159","17201700159","",,G,29143,0,1701,382,3,A,17M13N09W02,
1752525,61440,211,75,74.25,99,99,LB,33,A,33,A,1,04/11/2021,1300,17,M,16,N,09,W,31,"UL71F041","17211700041","",,G,4003,0,1701,398,3,A,17M16N09W31,
2225419,8470,,,,21.2715,2.28,GA,24.5,A,24.32,A,1,07/19/2021,0530,17,M,14,N,07,W,28,"OK86B105","17211700105","",,G,29143,0,1701,126,1,A,17M14N07W28,
2225428,63468,,,,33.9764,3.96,GA,127.5,A,127,A,1,07/08/2021,0530,17,M,14,N,07,W,28,"OK86A105","17211700105","",,G,29143,0,1701,135,3,A,17M14N07W28,
2225527,62963,401,98,396.493888,404.5856,57,GA,38,A,38,A,1,07/24/2021,1000,17,M,13,N,09,W,09,"KV28A300","17201700300","",,G,4003,0,1701,234,2,A,17M13N09W09,
2225530,56901,,,,18.1013,2.13,GA,18,A,17,A,1,07/08/2021,0500,17,M,14,N,09,W,33,"KV08A694","17211700694","",,G,29143,0,1701,3,2,A,17M14N09W33,
2225583,65099,5770,1.38,9.12265698,661.0621,76,GA,76,A,76,A,1,07/13/2021,0600,17,M,14,N,07,W,28,"OK96C105","17211700105","",,G,29143,0,1701,56,1,A,17M14N07W28,
2068157,62971,6004,17.6,1.4518944,8.2494,112,OZ,28,A,14,A,1,05/31/2021,1100,17,M,15,N,09,W,06,"UL78G041","17211700041","",,G,29143,0,1703,3,1,A,17M15N09W06,
2068161,50440,5787,22.58,13.46994094,59.6543,840.97,OZ,626,A,127.42,A,1,06/01/2021,2359,17,M,12,N,08,W,03,"RH38A011","17211700011","",,G,29143,0,1703,7,1,A,17M12N08W03,
2068306,71697,560,80,22.4,28,28,LB,32,A,14,A,1,06/01/2021,1100,17,M,15,N,09,W,06,"UL85R041","17211700041","",,G,29143,0,1703,114,2,A,17M15N09W06,
2068369,54326,1798,18.3,5.124,28,28,LB,28,A,28,A,1,05/11/2021,0100,17,M,15,N,10,W,12,"UL84A040","17191700040","",,G,4003,0,1703,177,2,A,17M15N10W12,
2068433,71330,,,,34.3712,3.45,GA,53.19,A,13.78,A,1,05/15/2021,1300,17,M,13,N,09,W,20,"KV36B284","17211700284","",,G,29143,0,1703,241,1,A,17M13N09W20,
2068538,70950,3834,65.8,.9212,1.4,1.4,LB,28,A,14,A,1,04/07/2021,1300,17,M,13,N,09,W,10,"KV17H041","17211700041","",,G,4003,0,1703,346,2,A,17M13N09W10,
2068524,29543,560,98,343.392,350.4,350.4,LB,214.2,A,35.04,A,1,06/24/2021,2359,17,M,12,N,07,W,21,"RH73A295","17191700295","",,G,29143,0,1703,332,1,A,17M12N07W21,
2225425,63468,,,,16.4734,1.92,GA,61.68,A,61.68,A,1,07/08/2021,0530,17,M,14,N,07,W,28,"OK96E105","17211700105","",,G,29143,0,1701,132,3,A,17M14N07W28,
2068145,52599,3849,42.8,7.3285156,17.1227,202.86,OZ,27,A,14.49,A,1,06/16/2021,2359,17,M,12,N,07,W,28,"RH73D295","17191700295","",,G,29143,0,1703,26,1,A,17M12N07W28,
2225455,70053,6024,30,3.6,12,12,LB,8,A,8,A,1,07/27/2021,0100,17,M,13,N,09,W,03,"KV10F107","17211700569","",,G,4003,0,1701,162,1,A,17M13N09W03,
2225465,52599,3849,42.8,4.7166028,11.0201,1.02,GA,72.7,A,9.33,A,1,07/21/2021,0530,17,M,11,N,06,W,05,"HV08A105","17211700105","",,O,29143,0,1701,172,1,A,17M11N06W05,
2068223,62971,3850,17.6,1.4518944,8.2494,112,OZ,28,A,28,A,1,06/03/2021,1400,17,M,15,N,09,W,06,"UL78G041","17211700041","",,G,29143,0,1703,51,2,A,17M15N09W06,
2068225,71697,560,80,22.4,28,28,LB,28,A,28,A,1,06/03/2021,1400,17,M,15,N,09,W,06,"UL78G041","17211700041","",,G,29143,0,1703,53,1,A,17M15N09W06,
2068436,62971,6004,17.6,1.5556112,8.8387,120,OZ,30,A,30,A,1,06/01/2021,1400,17,M,16,N,09,W,31,"UL71C041","17211700041","",,G,29143,0,1703,244,2,A,17M16N09W31,
2068414,65252,358,29,645.383255,2225.4595,210,GA,28,A,28,A,1,03/24/2021,1300,17,M,13,N,09,W,10,"KV17H041","17211700041","",,G,4003,0,1703,222,1,A,17M13N09W10,
2225370,50851,1344,5.68,.715538,12.5975,1.5,GA,8,A,8,A,1,07/18/2021,0100,17,M,14,N,10,W,14,"SV62C140","17211700140","",,G,4003,0,1701,86,1,A,17M14N10W14,
2225456,50851,1344,5.68,.75846744,13.3533,1.59,GA,8.5,A,8.5,A,1,07/28/2021,0100,17,M,14,N,10,W,14,"SV70Q140","17211700140","",,G,4003,0,1701,163,1,A,17M14N10W14,
2225368,50851,1344,5.68,5.45715088,96.0766,11.44,GA,61,A,61,A,1,07/19/2021,0100,17,M,14,N,10,W,14,"SV70P140","17211700140","",,G,4003,0,1701,84,1,A,17M14N10W14,
2225396,56834,,,,36.672,16,QT,40,A,20,A,1,07/22/2021,0100,17,M,13,N,09,W,02,"KV11A140","17211700140","",,G,4003,0,1701,78,2,A,17M13N09W02,
2225506,67523,6083,18.7,10.2357629,54.7367,5.99,GA,56,A,56,A,1,07/29/2021,1100,17,M,14,N,10,W,14,"SV62A073","17201700073","",,G,4003,0,1701,213,1,A,17M14N10W14,X
2068491,70426,2251,13.09,2.360127,18.03,18.03,LB,20,A,20,A,1,04/06/2021,0100,17,M,13,N,09,W,04,"KV16A140","17211700140","",,G,4003,0,1703,299,1,A,17M13N09W04,
2068210,30369,560,98,509.0904,519.48,519.48,LB,43.29,A,43.29,A,1,06/11/2021,0830,17,M,13,N,09,W,20,"KV36A284","17211700284","",,G,29143,0,1703,38,1,A,17M13N09W20,
2068240,70671,560,98,1371.657,1399.65,1399.65,LB,626,A,93.31,A,1,06/14/2021,2359,17,M,12,N,08,W,03,"RH38A011","17211700011","",,G,29143,0,1703,68,1,A,17M12N08W03,
2068280,52973,5130,21.3,.1124427,.5279,.06,GA,43.29,A,5.54,A,1,04/21/2021,1500,17,M,13,N,09,W,20,"KV36A284","17211700284","",,G,29143,0,1703,108,3,A,17M13N09W20,
2068314,63468,,,,.6703,10,OZ,10,A,10,A,1,06/03/2021,1830,17,M,16,N,09,W,31,"UL71G041","17211700041","",,G,29143,0,1703,122,3,A,17M16N09W31,
2068332,61290,5990,25.2,16.3139508,64.7379,834.68,OZ,395,A,54.2,A,1,06/16/2021,2359,17,M,13,N,08,W,29,"RH21A011","17211700011","",,G,29143,0,1703,140,1,A,17M13N08W29,
2068380,64941,,,,15.8885,242.16,OZ,626,A,20.18,A,1,06/07/2021,2359,17,M,12,N,08,W,03,"RH38A011","17211700011","",,G,29143,0,1703,188,1,A,17M12N08W03,
2068473,57113,5946,25,1.875,7.5,120,OZ,21,A,20,A,1,06/25/2021,1200,17,M,15,N,09,W,06,"UL78H041","17211700041","",,G,4003,0,1703,281,1,A,17M15N09W06,
2068443,44529,560,80,64.576,80.72,80.72,LB,626,A,20.18,A,1,06/07/2021,2359,17,M,12,N,08,W,03,"RH38A011","17211700011","",,G,29143,0,1703,251,1,A,17M12N08W03,
2068166,67040,560,80,79.6,99.5,99.5,LB,129,A,19.9,A,1,06/08/2021,2359,17,M,14,N,08,W,26,"OK93A067","17201700067","",,G,29143,0,1703,12,1,A,17M14N08W26,
2068174,64080,6003,10,1.1542,11.542,1.33,GA,53.19,A,53.19,A,1,05/10/2021,0830,17,M,13,N,09,W,20,"KV36B284","17211700284","",,G,29143,0,1703,414,2,A,17M13N09W20,
2068189,29543,560,98,588.588,600.6,600.6,LB,178.3,A,60.06,A,1,06/05/2021,2359,17,M,12,N,07,W,16,"RH60A295","17191700295","",,G,29143,0,1703,429,1,A,17M12N07W16,
2068263,62473,401,99,394.066926,398.0474,56,GA,28,A,28,A,1,06/28/2021,1400,17,M,13,N,09,W,10,"KV17H041","17211700041","",,G,4003,0,1703,91,2,A,17M13N09W10,
2068326,29543,560,98,83.202,84.9,84.9,LB,178.3,A,8.49,A,1,06/07/2021,2359,17,M,12,N,07,W,16,"RH60A295","17191700295","",,G,29143,0,1703,134,1,A,17M12N07W16,
2068390,64941,,,,23.7305,361.68,OZ,60,A,30.14,A,1,06/09/2021,2359,17,M,13,N,08,W,29,"RH20A011","17211700011","",,G,29143,0,1703,198,1,A,17M13N08W29,
2068215,63468,,,,1.0725,16,OZ,16,A,8,A,1,05/05/2021,1100,17,M,13,N,09,W,16,"KV38P041","17211700041","",,G,29143,0,1703,43,2,A,17M13N09W16,
2068418,63468,,,,2.0109,30,OZ,30,A,30,A,1,05/12/2021,1500,17,M,16,N,09,W,31,"UL71C041","17211700041","",,G,29143,0,1703,226,2,A,17M16N09W31,
2068424,63468,,,,2.0109,30,OZ,33,A,15,A,1,05/11/2021,1400,17,M,13,N,09,W,22,"KV50J041","17211700041","",,G,29143,0,1703,232,2,A,17M13N09W22,
2068509,63468,,,,2.0109,30,OZ,33,A,15,A,1,06/04/2021,1200,17,M,13,N,09,W,22,"KV50J041","17211700041","",,G,29143,0,1703,317,3,A,17M13N09W22,
2068542,63468,,,,1.8769,28,OZ,28,A,28,A,1,05/06/2021,1500,17,M,15,N,09,W,06,"UL78G041","17211700041","",,G,29143,0,1703,350,2,A,17M15N09W06,
2068287,54326,1798,18.3,1.647,9,9,LB,18,A,18,A,1,04/25/2021,0100,17,M,13,N,09,W,02,"KV17G040","17191700040","",,G,4003,0,1703,466,1,A,17M13N09W02,
2068247,56901,,,,128.8868,1941.28,OZ,264,A,121.33,A,1,06/30/2021,2359,17,M,12,N,08,W,05,"RH36A011","17211700011","",,G,29143,0,1703,75,1,A,17M12N08W05,
2068292,70985,3946,24.5,10.011582,40.8636,4.38,GA,25,A,10,A,1,06/25/2021,0100,17,M,14,N,10,W,14,"SV62A140","17211700140","",,G,4003,0,1703,451,1,A,17M14N10W14,
2068504,64941,,,,49.9017,760.56,OZ,81,A,63.38,A,1,06/07/2021,2359,17,M,12,N,08,W,04,"RH28D011","17211700011","",,G,29143,0,1703,312,1,A,17M12N08W04,
2068175,47310,401,97.1,266.6966078,274.6618,38,GA,19,A,19,A,1,05/13/2021,1000,17,M,13,N,09,W,03,"KV10B159","17201700159","",,G,29143,0,1703,415,1,A,17M13N09W03,
2068275,50705,2000,1.9,.2334264,12.2856,1.41,GA,15,A,15,A,1,04/28/2021,0100,17,M,13,N,09,W,03,"KV17D040","17191700040","",,G,4003,0,1703,103,1,A,17M13N09W03,
2068334,61290,5990,25.2,14.0654808,55.8154,719.64,OZ,395,A,46.73,A,1,06/18/2021,2359,17,M,13,N,08,W,29,"RH21A011","17211700011","",,G,29143,0,1703,142,1,A,17M13N08W29,
2068434,52973,5130,21.3,.2998401,1.4077,.16,GA,53.19,A,13.78,A,1,05/15/2021,1300,17,M,13,N,09,W,20,"KV36B284","17211700284","",,G,29143,0,1703,242,3,A,17M13N09W20,
2068505,62971,3850,17.6,2.0741424,11.7849,160,OZ,40,A,20,A,1,06/01/2021,1200,17,M,13,N,09,W,22,"KV50B041","17211700041","",,G,29143,0,1703,313,2,A,17M13N09W22,
2068534,49243,5698,22.6,7.342062,32.487,3.25,GA,41,A,26,A,1,06/11/2021,0100,17,M,13,N,09,W,03,"KV17A040","17191700040","",,G,4003,0,1703,342,3,A,17M13N09W03,
2225380,66160,1794,27.1,37.722658,139.198,15.15,GA,60.6,A,60.6,A,1,07/16/2021,0505,17,M,12,N,08,W,12,"RH49F497","17211700105","",,G,29143,0,1701,96,2,A,17M12N08W12,X
2225551,66160,1794,27.1,9.8352946,36.2926,3.95,GA,15.83,A,15.83,A,1,07/09/2021,0502,17,M,13,N,08,W,35,"RH30C105","17211700105","",,G,29143,0,1701,24,2,A,17M13N08W35,
2225475,52599,3849,42.8,3.727452,8.709,103.18,OZ,7.4,A,7.37,A,1,07/21/2021,0530,17,M,13,N,08,W,35,"RH30A105","17211700105","",,O,29143,0,1701,182,1,A,17M13N08W35,
2225494,67702,5657,50,3.75,7.5,7.5,LB,83,A,15,A,1,07/29/2021,0100,17,M,14,N,09,W,33,"KV09A140","17211700140","",,G,4003,0,1701,201,1,A,17M14N09W33,
2225498,69322,401,98.5,23.631332,23.9912,3.38,GA,83,A,27,A,1,07/29/2021,0100,17,M,14,N,09,W,33,"KV09A140","17211700140","",,G,4003,0,1701,205,2,A,17M14N09W33,
2225574,69278,401,98.5,111.8643815,113.5679,16,GA,8,A,8,A,1,07/07/2021,0230,17,M,14,N,09,W,35,"KV10D104","17201700104","",,G,4003,0,1701,47,2,A,17M14N09W35,
2068143,29543,560,98,265.482,270.9,270.9,LB,27.09,A,27.09,A,1,06/11/2021,2359,17,M,12,N,07,W,28,"RH73D295","17191700295","",,G,29143,0,1703,24,1,A,17M12N07W28,X
2068202,52599,3849,42.8,14.5710032,34.0444,403.34,OZ,214.2,A,28.81,A,1,06/15/2021,2359,17,M,12,N,07,W,21,"RH73A295","17191700295","",,G,29143,0,1703,442,1,A,17M12N07W21,
2068351,63468,,,,3.7537,56,OZ,32,A,28,A,1,05/07/2021,1600,17,M,15,N,09,W,06,"UL85R041","17211700041","",,G,29143,0,1703,159,2,A,17M15N09W06,
2068486,55652,5865,2,.00683,.3415,.04,GA,43.29,A,1.68,A,1,04/19/2021,1100,17,M,13,N,09,W,20,"KV36A284","17211700284","",,G,29143,0,1703,294,2,A,17M13N09W20,
2068235,29543,560,98,160.622,163.9,163.9,LB,63.6,A,16.39,A,1,06/02/2021,2359,17,M,12,N,07,W,28,"RH74A295","17191700295","",,G,29143,0,1703,63,1,A,17M12N07W28,
2068290,70308,6156,27.3,2.4878217,9.1129,127.3,OZ,178.3,A,25.46,A,1,06/30/2021,2359,17,M,12,N,07,W,16,"RH60A295","17191700295","",,G,29143,0,1703,449,1,A,17M12N07W16,
2068393,61290,5990,25.2,15.4832832,61.4416,792.18,OZ,395,A,51.44,A,1,06/24/2021,2359,17,M,13,N,08,W,29,"RH21A011","17211700011","",,G,29143,0,1703,201,1,A,17M13N08W29,
2068294,62903,2254,8,1.89524,23.6905,3,GA,24,A,24,A,1,06/11/2021,0100,17,M,13,N,09,W,11,"KV17B040","17191700040","",,G,4003,0,1703,453,1,A,17M13N09W11,
2068309,71697,560,80,22.4,28,28,LB,32,A,14,A,1,06/04/2021,1100,17,M,15,N,09,W,06,"UL85R041","17211700041","",,G,29143,0,1703,117,2,A,17M15N09W06,
2068123,49243,5698,22.6,4.247105,18.7925,1.88,GA,15,A,15,A,1,06/10/2021,0100,17,M,13,N,09,W,03,"KV17D040","17191700040","",,G,4003,0,1703,399,3,A,17M13N09W03,
2225423,66160,1794,27.1,47.3089578,174.5718,19,GA,76,A,76,A,1,07/08/2021,0530,17,M,14,N,07,W,28,"OK96C105","17211700105","",,G,29143,0,1701,130,2,A,17M14N07W28,
2225423,66160,2291,2,3.491436,174.5718,19,GA,76,A,76,A,1,07/08/2021,0530,17,M,14,N,07,W,28,"OK96C105","17211700105","",,G,29143,0,1701,130,2,A,17M14N07W28,
2068421,71697,560,80,240,300,300,LB,40,A,40,A,1,05/04/2021,1400,17,M,13,N,09,W,22,"KV50B041","17211700041","",,G,29143,0,1703,229,2,A,17M13N09W22,
2225523,68483,861,6.25,1.7546125,28.0738,3,GA,16,A,16,A,1,07/23/2021,1000,17,M,13,N,09,W,10,"KV17A300","17201700300","",,G,4003,0,1701,230,1,A,17M13N09W10,
2068493,70985,3946,24.5,28.709051,117.1798,12.56,GA,28.7,A,28.7,A,1,05/17/2021,1030,17,M,13,N,09,W,05,"KV08D159","17201700159","",,G,4003,0,1703,301,1,A,17M13N09W05,
2225524,49060,3983,80,8,10,10,LB,16,A,16,A,1,07/23/2021,1000,17,M,13,N,09,W,10,"KV17A300","17201700300","",,G,4003,0,1701,231,2,A,17M13N09W10,X
2225535,56901,,,,37.2224,4.38,GA,45,A,35,A,1,07/08/2021,0700,17,M,13,N,09,W,04,"KV09A694","17211700694","",,G,29143,0,1701,8,3,A,17M13N09W04,
2068489,68809,156,23.82,12.669858,53.19,53.19,LB,53.19,A,53.19,A,1,04/22/2021,1200,17,M,13,N,09,W,20,"KV36B284","17211700284","",,G,29143,0,1703,297,1,A,17M13N09W20,
2068489,68809,151,21.49,11.430531,53.19,53.19,LB,53.19,A,53.19,A,1,04/22/2021,1200,17,M,13,N,09,W,20,"KV36B284","17211700284","",,G,29143,0,1703,297,1,A,17M13N09W20,
2068358,54326,1798,18.3,4.758,26,26,LB,41,A,26,A,1,04/15/2021,0100,17,M,13,N,09,W,03,"KV17A040","17191700040","",,G,4003,0,1703,166,1,A,17M13N09W03,
2068405,70308,6156,27.3,5.1945075,19.0275,265.8,OZ,278,A,53.16,A,1,06/30/2021,2359,17,M,12,N,07,W,20,"RH73C295","17191700295","",,G,29143,0,1703,213,1,A,17M12N07W20,
2068458,29543,560,98,204.82,209,209,LB,214.2,A,20.9,A,1,06/11/2021,2359,17,M,12,N,07,W,21,"RH73A295","17191700295","",,G,29143,0,1703,266,1,A,17M12N07W21,
2225571,52864,5849,72,1.3536,1.88,1.88,LB,10,A,10,A,1,07/07/2021,0230,17,M,14,N,09,W,35,"KV10C104","17201700104","",,G,4003,0,1701,44,1,A,17M14N09W35,
2568040,67040,560,80,12,15,15,LB,10,A,5,A,1,05/12/2021,0700,17,M,14,N,07,W,25,"OK89A039","17191700039","",,G,29143,0,1705,132,1,B,17M14N07W25,
2068176,62971,6004,17.6,3.7832256,21.4956,2.28,GA,43.29,A,43.29,A,1,05/21/2021,0700,17,M,13,N,09,W,20,"KV36A284","17211700284","",,G,29143,0,1703,416,1,A,17M13N09W20,
2568065,66589,6064,94.46,32.45768398,34.3613,15,QT,9,A,5,A,1,07/28/2021,1200,17,M,12,N,08,W,10,"RH48B290","17211700290","",,G,26017,0,1705,157,2,B,17M12N08W10,
2568084,67048,,,,2.8898,50,OZ,40,A,7.5,A,1,06/21/2021,1300,17,M,15,N,09,W,05,"UL79O116","17211700116","",,G,3009,0,1705,176,4,B,17M15N09W05,
2568093,270,,,,3.3841,52,OZ,112,A,104,A,1,07/26/2021,0800,17,M,12,N,08,W,08,"RH36A601","17201700601","",,G,29143,0,1705,185,3,B,17M12N08W08,
2068224,63468,,,,1.8769,28,OZ,28,A,28,A,1,06/03/2021,1400,17,M,15,N,09,W,06,"UL78G041","17211700041","",,G,29143,0,1703,52,3,A,17M15N09W06,
2068233,52973,5130,21.3,.2610528,1.2256,17.83,OZ,264,A,15.31,A,1,06/03/2021,2359,17,M,12,N,08,W,05,"RH36A011","17211700011","",,G,29143,0,1703,61,1,A,17M12N08W05,
2567924,70671,560,98,220.5,225,225,LB,20.5,A,20.5,A,1,07/14/2021,0830,17,M,15,N,09,W,06,"UL78A446","17211700446","",,G,29143,0,1705,31,1,B,17M15N09W06,
2567932,24712,161,99,3.96,4,4,LB,36,A,36,A,1,04/15/2021,1100,17,M,13,N,09,W,29,"KV59A126","17201700126","",,G,29143,0,1705,3,2,B,17M13N09W29,
2567946,54374,1855,41,15.002556,36.5916,15,QT,10,A,10,A,1,07/03/2021,1200,17,M,13,N,09,W,09,"KV16B074","17211700074","",,G,3009,0,1705,38,1,B,17M13N09W09,
2568077,8188,531,42.8,125.905188,294.171,126,QT,368,A,42,A,1,02/14/2021,2330,17,M,13,N,09,W,17,"KV26A210","17201700210","",,G,29143,0,1705,169,2,B,17M13N09W17,
2567988,70671,560,98,1176,1200,1200,LB,36,A,36,A,1,07/16/2021,0600,17,M,13,N,09,W,29,"KV59A126","17201700126","",,G,29143,0,1705,80,1,B,17M13N09W29,
2568007,71700,5698,22.6,12.1166962,53.6137,780,OZ,368,A,78,A,1,07/05/2021,2330,17,M,13,N,09,W,17,"KV26A210","17201700210","",,G,29143,0,1705,99,10,B,17M13N09W17,
2568018,70671,560,98,882,900,900,LB,52,A,32,A,1,07/11/2021,0500,17,M,13,N,09,W,22,"KV39A647","17211700647","",,G,29143,0,1705,110,1,B,17M13N09W22,
2568090,44529,560,80,40.8,51,51,LB,9,A,8.5,A,1,07/02/2021,1200,17,M,11,N,07,W,35,"MT20A151","17191700151","",,G,29143,0,1705,182,1,B,17M11N07W35,
2567987,70671,560,98,1372,1400,1400,LB,40,A,40,A,1,07/18/2021,0600,17,M,13,N,09,W,20,"KV37A126","17201700126","",,G,29143,0,1705,79,2,B,17M13N09W20,
2567986,58571,2254,1.9,1.1009455,57.9445,880,OZ,368,A,88,A,1,06/30/2021,2330,17,M,13,N,09,W,17,"KV26A210","17201700210","",,G,29143,0,1705,78,37,B,17M13N09W17,
2885427,70671,560,98,343,350,350,LB,70,A,18,A,1,06/08/2021,1200,17,M,14,N,09,W,33,"KV03A248","17201700248","",,G,29143,0,1705,24,1,B,17M14N09W33,
2885478,18141,225,.005,.000025,.5,.5,LB,60,A,.5,A,1,08/26/2021,0900,17,M,14,N,07,W,15,"OK65A676","17211700677","",,G,28045,0,1705,69,3,B,17M14N07W15,
2567958,66769,3946,24.5,37.55164,153.272,64,QT,368,A,32,A,1,06/05/2021,2330,17,M,13,N,09,W,17,"KV26A210","17201700210","",,G,29143,0,1705,50,9,B,17M13N09W17,
