OBJECTID,ECAPS,UNIT_ID,PARK_NAME,SUP_DIST,LAST_NAME,STREET_NUM,STREET_NAM,CITY,ZIP,FULL_ADDRESS,FAC_PHONE,POOL_PHONE,SR_PHONE,PLANNING_AREA,CLASSIFICATION,SPECIAL_USE,RGNL_LOCAL,AGENCY,GIS_ACRES,INVENTORY_ACRES,COMMUNITY_BLDG,SR_CENTER,GYMNASIUM,AUDITORIUM,POOL_BLDG,NATURE_CTR,BOAT_INSTR_CTR,RESTROOM,CONCESS_STND,MULTIPURPOSE_ROOM,CLASSROOM,LIBRARY,DOG_PARK,BOXING_CLUB,COMPUTER_LAB,WEIGHT_ROOM,EXHIBIT_AREA,MUSEUM,HISTORIC_VALUE,CIVIC_ART,MEMORIAL,THEATER,GIFT_SHOP,SHERIFF_SUB_STATION,PICNIC_SHELTER,GROUP_PICNIC_SHELTER,AMPHITHEATER,TICKET_BOOTH,MAINTENANCE_YARD_BLDG,TRASH_ENCLOSURE,BASEBALL_FIELD,SOFTBALL_FIELD,SOCCER_FIELD,WIFI,SYNTHETIC_SOCCER_FIELD,FUTSAL,FOOTBALL_FIELD,CRICKET_FIELD,MULTIPURPOSE_OVERLAY,TENNIS_COURT,BASKETBALL_FULL,BASKETBALL_HALF,VOLLEYBALL_SAND,VOLLEYBALL_HARD,SHUFFLEBOARD_COURT,HANDBALL_COURT,LAWN_BOWLING,SWIMMING_POOL,WADING_POOL,SPLASH_PAD,FITNESS_ZONE,BOATING_AREA,LAKE,BOAT_RENTAL,SWIM_BEACH,SAILING_AREA,FISHING_LAKE,EQUESTRIAN_BOARDING,TRAIL_STAGING_AREAS,HORSE_DRINKER,HORSE_TIES,HORSE_ARENA,MULTIUSE_TRAIL,HORSE_TRAIL,HIKING_TRAIL,BICYCLE_TRAIL,HORSESHOE_PIT,DISC_GOLF_HOLES,BMX_TRACK,IN_GROUND_SKATE_PARK,ABOVE_GROUND_SKATE_PARK,COMMUNITY_GARDEN,SPECIALTY_GARDEN,CONTROL_AIRPLANE_AREA,MODEL_BOAT_AREA,SHOOTING_RANGE,ANIMAL_EXHIBIT,WILDLIFE_SANCTUARY,PLAY_AREA_2_5_YRS,PLAY_AREA_5_12_YRS,PLAY_AREA_2_12_YRS,GOLF_COURSE_HOLES,PUTTING_GREEN,DRIVING_RANGE,CLUB_HOUSE,BANQUET_ROOM,SNACK_SHOP,COFFEE_SHOP,PRO_SHOP,GOLF_CARTS,CAMPING_TENT,CAMPING_GROUP,CAMPING_RV,RV_DUMP_STATION,SHOWERS,BRBQS,OUTDOOR_KITCHEN,PICNIC_TABLES,DRINKING_FOUNTAINS,TELEPHONE,VENDING_MACHINE,BANNERS_KIOSKS,EDUCATIONAL_SIGNAGE,PLAZA,OUTDOOR_STAGE,MAINTENANCE_YARD,SECURITY_LIGHTING,PARKING_ONSITE,PARKING_OSV,SHARED_PARKING,CEN_LAT,CEN_LON,P_Classification_Count,Special_Use_Count,Amenity_A,Amenity_B,Amenity_C,Amenity_D,Text_A,Text_B,Text_C,Shape__Area,Shape__Length
5922,CRSC,25034,Castaic Regional Sports Complex,5,Castaic Regional Sports Complex,31320,North Castaic Road,Castaic,91384,"31320 North Castaic Road, Castaic, CA  91384",661-775-8865,661-294-6467,,SC,CR,,R,N,53.7499791,53.75,1,0,1,0,1,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,34.48548568,-118.61359362,0,0,0,2,0,,,Santa Clarita Valley District,Unincorporated,2341341.79394531,7863.46273681949
5923,CERR,15250,Don Knabe Community Regional Park,4,Knabe Community Regional Park,19700,South Bloomfield Avenue,Cerritos,90701,"19700 South Bloomfield Avenue, Cerritos, CA  90701",562-924-5144,562-403-7498,,G,CR,,R,S,59.92097935,59.92,1,0,1,0,1,0,0,5,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,33.85098996,-118.06002574,0,0,0,0,0,,"Cerritos Community Regional Park, Dairy Valley Regional Park",Southeast District,City of Cerritos,2610149.72753906,9834.5031965412
5924,CWHI,6964,Charles White Park,5,White Park,77,Mountain View Street,Altadena,91001,"77 Mountain View Street, Altadena, CA  91001",626-398-2073,,,WSGV,NH,,L,N,5.4922371,5.49,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,34.18838325,-118.15262461,0,0,0,0,0,,Altadena Local Park,Foothill District,Unincorporated,239241.103515625,2023.88854315311
5925,COAK,15462,Charter Oak Park,5,Charter Oak Park,20261,East Covina Boulevard,Covina,91723,"20261 East Covina Boulevard, Covina, CA  91723",626-339-0411,,,ESGV,C,,L,E,11.83241764,11.83,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,34.10060714,-117.85835255,1,,0,0,0,,,San Gabriel Valley District,Unincorporated,515418.508789063,2882.28508688327
5926,OCHC,35773,Chateau Calabasas,3,zzz  Chateau Calabasas,,Calabasas Peak Mtwy and Old Topanga Cyn Rd,Calabasas,91302," Calabasas Peak Mtwy and Old Topanga Cyn Rd, Calabasas, CA  91302",,,,SMC,U,,,TBD,83.44781098,83.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.12565945,-118.6469229,0,0,0,0,0,,,No District,Unincorporated,3634975.32324219,8938.69065233038
5927,WGC,6207,Chester Washington Golf Course,2,Washington Golf Course,1818,Charlie Sifford Drive,Los Angeles,90047,"1818 Charlie Sifford Drive, Los Angeles, CA  90047",323-756-6975,,,M,SU,G,R,G,125.91342532,125.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9200872,-118.31291779,0,0,0,0,0,1,"Western Avenue Golf Course, La Avenida Golf Course",No District,Unincorporated,5484766.86523438,10091.2921855123
5928,,2606,Cima Mesa Park,5,zzz  Cima Mesa Park,,96th St E and Arrow Ln,Juniper Hills,93543," 96th St E and Arrow Ln, Juniper Hills, CA  93543",,,,AV,U,,,TBD,9.91988694,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.46389913,-117.96002179,0,0,0,0,0,,,No District,Unincorporated,432108.928710938,3286.58127801093
5929,CITY,17756,City Terrace Park,1,City Terrace Park,1126,North Hazard Avenue,East Los Angeles,90063,"1126 North Hazard Avenue, East Los Angeles, CA  90063",323-260-2371,323-260-2376,,M,C,,L,E,15.28816764,15.29,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,2,0,5,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,34.04918774,-118.178453,1,,0,0,0,,,East Los Angeles District,Unincorporated,665950.514648438,3571.90462156864
5930,WASH,6224,Col. Leon H. Washington Park,2,Washington Park,8908,South Maie Avenue,Los Angeles,90002,"8908 South Maie Avenue, Los Angeles, CA  90002",323-586-7205,323-586-7204,,M,C,,L,S,12.63262456,12.63,1,0,1,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,5,0,0,0,0,1,0,1,1,2,0,0,33.95662691,-118.24381486,1,,0,0,0,,Florence-Firestone County Park,Central West District,Unincorporated,550275.413085938,5324.22356421341
5931,,45854,Compton Creek Walking Path Phase II,2,Compton Creek Walking Path Phase II,,W El Segundo Blvd and N Slater Ave,Los Angeles,90059," W El Segundo Blvd and N Slater Ave, Los Angeles, CA  90059",,,,M,U,,L,TBD,6.12273105,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.91995282,-118.25066729,0,0,0,0,0,,,No District,Unincorporated/City of Compton,266705.333007813,5744.11594202505
5932,CTRY,18190,Countrywood Park,1,Countrywood Park,16817,East Copper Hill Road,Hacienda Heights,91745,"16817 East Copper Hill Road, Hacienda Heights, CA  91745",626-333-1369,,,ESGV,NH,,L,E,6.20765122,6.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1,1,0,0,33.98939855,-117.94150444,0,0,0,0,0,,,Heights District,Unincorporated,270404.452148438,2053.08161885367
5933,CRES,6830,Crescenta Valley Community Regional Park,5,Crescenta Valley Community Regional Pk,3901,Dunsmore Avenue,La Crescenta,91214,"3901 Dunsmore Avenue, La Crescenta, CA  91214",818-249-5940,,,SFV,CR,,R,N,38.41684574,38.42,1,0,0,0,0,0,0,4,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,34.22395973,-118.25653591,0,0,0,0,0,,,Foothill District,City of Glendale,1673432.58789063,7733.11925551051
5934,DALT,44271,Dalton Park,1,Dalton Park,18867,East Armstead Street,Azusa,91702,"18867 East Armstead Street, Azusa, CA  91702",626-852-1491,,,ESGV,NH,,L,E,5.24444526,5.24,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,34.11925464,-117.88199036,0,0,0,0,0,,"Barranca Park, Gladstone Community Park",San Gabriel Valley District,Unincorporated,228447.322265625,2117.84065495085
5935,FRND,5941,Deane Dana Friendship Natural Area and Nature Center,4,Friendship Park and Nature Center,1805,West 9th Street,San Pedro,90732,"1805 West 9th Street, San Pedro, CA  90732",310-519-6115,,,SB,SU,NA,R,R,113.9900002,113.9900002,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,33.73216606,-118.32157914,0,0,0,7,0,,Cabrillo Historical Park,No District,City of Rancho Palos Verdes/City of Los Angeles,4965388.9453125,11314.3757943294
5936,DELA,6186,Del Aire Park,2,Del Aire Park,12601,South Isis Avenue,Hawthorne,90250,"12601 South Isis Avenue, Hawthorne, CA  90250",310-643-4976,,,SB,NH,,L,S,8.06280829,8.06281542,1,0,1,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,20,3,0,2,0,0,0,0,0,1,1,0,0,33.9179833,-118.37537914,0,0,0,2,0,,,Southwest District,Unincorporated,351214.833007813,2658.85700510977
5937,DELV,7290,Del Valle Park,5,Del Valle Park,28201,West Sloan Canyon,Castaic,91384,"28201 West Sloan Canyon, Castaic, CA  91384",661-294-3500,,,SC,NH,,L,N,5.45733253,5.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.48986632,-118.6298636,0,0,0,2,0,,Camino Del Valle Park,Santa Clarita Valley District,Unincorporated,237720.673828125,2375.07740371964
5938,DESC,6941,Descanso Gardens,5,Descanso Gardens,1418,Descanso Drive,La Canada Flintridge,91011,"1418 Descanso Drive, La Canada Flintridge, CA  91011",818-952-8887,,,WSGV,SU,B,R,R,149.00702334,149.01,0,0,0,0,0,0,0,5,1,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,34.20009897,-118.21287223,0,0,0,7,0,,Full Moon or Oriental Teahouse,No District,City of La Canada Flintridge,6490725.71289063,10201.5439495291
5939,DEXT,18612,Dexter Park,5,Dexter Park,11053,North Trail Road,Kagel Canyon,91342,"11053 North Trail Road, Kagel Canyon, CA  91342",818-896-3210,,,SFV,C,,L,N,39.58639343,39.59,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,34.29514869,-118.37392362,0,0,0,2,0,,,Foothill District,Unincorporated,1724377.92382813,5952.77280033372
5940,RIOU,7298,Dr. Richard H. Rioux Memorial Park,5,Rioux Memorial Park,26233,West Faulkner Drive,Stevenson Ranch,91381,"26233 West Faulkner Drive, Stevenson Ranch, CA  91381",661-222-9536,,,SC,C,,L,N,16.64241592,16.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,34.39084501,-118.59318469,0,0,0,0,0,,,Santa Clarita Valley District,Unincorporated,724941.375,4195.27239074575
5941,ERD,6260,East Rancho Dominguez Park,2,East Rancho Dominguez Park,15116,South Atlantic Avenue,Compton,90221,"15116 South Atlantic Avenue, Compton, CA  90221",310-603-3724,,,M,NH,,L,S,5.49154029,5.49,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,33.8947931,-118.19271332,1,,0,0,0,,East Compton Local County Park,Southeast District,Unincorporated,239210.745117188,2339.53678276009
5942,ELGC,100017,El Cariso Golf Course,3,El Cariso Golf Course,13100,Eldridge Street,Sylmar,91342,"13100 Eldridge Street, Sylmar, CA  91342",818-367-6157,,,SFV,SU,G,R,G,81.97610491,81.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.31268319,-118.41377519,0,0,0,0,0,,,No District,City of Los Angeles,3570867.98828125,7764.60243605974
5943,ELCA,38,El Cariso Community Regional Park,3,El Cariso Community Regional Park,13100,Hubbard Street,Sylmar,91342,"13100 Hubbard Street, Sylmar, CA  91342",818-367-5043,818-362-4686,,SFV,CR,,R,N,79.97093467,79.97,1,0,1,0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,8,0,0,0,1,1,4,1,0,1,0,0,0,0,11,4,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,34.31711969,-118.4149727,1,,0,11,0,,,Foothill District,City of Los Angeles,3483523.07128906,8488.08775864527
5944,ELPN,45533,El Parque Nuestro,2,Parque Nuestro,1675,Gage Avenue,Los Angeles,90011,"1675 Gage Avenue, Los Angeles, CA  90011",310-965-8608,,,M,P,,L,S,0.53169694,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,4,0,0,0,33.98236451,-118.24371485,0,0,0,0,0,,,Central West District,Unincorporated,23160.64453125,735.23425928797
5945,ENT,6233,Enterprise Park,2,Enterprise Park,13055,Clovis Street,Los Angeles,90059,"13055 Clovis Street, Los Angeles, CA  90059",310-603-3725,310-603-2334,,M,C,,L,S,10.02135519,10.02,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,2,0,0,0,0,0,0,1,1,1,0,0,33.9137206,-118.25763022,0,0,0,3,0,,,Central West District,Unincorporated,436528.874023438,2632.36198449076
5946,EMAR,24533,Everett Martin Park,5,Martin Park,35548,North 92nd Street East,Littlerock,93543,"35548 North 92nd Street East, Littlerock, CA  93543",661-944-2988,661-944-1449,,AV,NH,,L,N,5.83071083,5.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,34.52711247,-117.96622872,0,0,0,2,0,,,Antelope Valley District,Unincorporated,253984.971679688,2275.25078320275
5947,FHP,45042,Faith and Hope Park,2,Faith and Hope Park,2247,East 119th Street,Los Angeles,90059,"2247 East 119th Street, Los Angeles, CA  90059",310-217-8376,,,M,P,,L,S,0.45983222,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,33.92499057,-118.23202435,0,0,0,0,0,,,Southwest District,Unincorporated,20030.228515625,625.117912369353
5948,FARN,6967,Charles S. Farnsworth Park,5,Farnsworth Park,568,East Mount Curve Avenue,Altadena,91001,"568 East Mount Curve Avenue, Altadena, CA  91001",626-798-6335,,,WSGV,C,,L,N,14.73542813,14.74,1,0,0,0,0,0,0,3,1,2,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,34.20072512,-118.13277896,0,0,0,2,4,,Altadena Park,Foothill District,Unincorporated,641873.247070313,4451.5642979794
5949,BONE,6809,Frank G. Bonelli Regional Park,5,Bonelli Regional Park,120,Via Verde Park Road,San Dimas,91773,"120 Via Verde Park Road, San Dimas, CA  91773",909-599-8411,,,ESGV,R,,R,R,1824.12467227,1824.13,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,34.08333818,-117.80091308,0,0,101,7,0,,Puddingstone Park,No District,City of San Dimas,79458623.1328125,52024.2506000572
5950,LANE,948,George Lane Park,5,Lane Park,5520,West Avenue L-8,Quartz Hill,93534,"5520 West Avenue L-8, Quartz Hill, CA  93534",661-722-7780,661-722-4301,,AV,C,,L,N,13.66645086,13.67,1,0,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,34.65148086,-118.22852167,1,,0,6,0,,,Antelope Valley District,Unincorporated,595308.744140625,3150.39144092417
5951,DEST,45483,George R Bones Wildlife Sanctuary,5,Bones Wildlife Sanctuary a.k.a. Desert Pines,,200th St W and W Avenue G,Lake Hughes,93532," 200th St W and W Avenue G, Lake Hughes, CA  93532",661-944-6881,,,AV,SU,S,R,R,99.14452419,99.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.73213947,-118.48778291,0,0,0,0,0,,Desert Pines Wildlife Sanctuary,No District,Unincorporated,4318722.01660156,10553.3954245049
5952,CARV,6232,George Washington Carver Park,2,Carver Park,1400,East 118th Street,Los Angeles,90059,"1400 East 118th Street, Los Angeles, CA  90059",323-357-3030,323-357-3030,,M,NH,,L,S,7.07105364,7.07,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,7,0,0,2,0,0,1,1,1,1,0,0,33.92565018,-118.2504841,1,,0,3,0,,Willowbrook Park,Southwest District,Unincorporated,308014.145507813,2310.89402654122
